[2010-10-12 21:41] Running 'pacman -Sy'
[2010-10-12 21:41] synchronizing package lists
[2010-10-12 21:41] Running 'pacman -S dosfstools'
[2010-10-12 21:41] installed dosfstools (3.0.10-1)
[2010-10-19 23:15] Running 'pacman -Syyyyyu'
[2010-10-19 23:15] synchronizing package lists
[2010-10-19 23:15] starting full system upgrade
[2010-12-21 23:35] upgraded hedgewars (0.9.14.1-1 -> 0.9.14.1-2)
[2010-12-21 23:35] upgraded hyphen (2.6-1 -> 2.7.1-1)
[2010-12-21 23:35] upgraded icu (4.4.2-1 -> 4.6-1)
[2010-12-21 23:35] upgraded inetutils (1.8-1 -> 1.8-2)
[2010-12-21 23:35] upgraded initscripts (2010.07-1 -> 2010.07-2)
[2010-12-21 23:35] upgraded iptables (1.4.9-1 -> 1.4.10-1)
[2010-12-21 23:35] upgraded mesa (7.8.2-3 -> 7.9.0.git20101207-2)
[2010-12-21 23:35] upgraded irrlicht (1.7.1-1 -> 1.7.2-1)
[2010-12-21 23:35] upgraded jfsutils (1.1.14-1 -> 1.1.14-2)
[2010-12-21 23:35] upgraded kdeadmin-kcron (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:35] upgraded kdeadmin-ksystemlog (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdepim-runtime (4.4.7-1 -> 4.4.8-1)
[2010-12-21 23:36] upgraded kdeadmin-kuser (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdebindings-python (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded pycups (1.9.51-2 -> 1.9.53-1)
[2010-12-21 23:36] upgraded pysmbc (1.0.9-1 -> 1.0.10-1)
[2010-12-21 23:36] upgraded system-config-printer-common (1.2.5-3 -> 1.2.5-4)
[2010-12-21 23:36] upgraded kdeadmin-system-config-printer-kde (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdeartwork-colorschemes (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdeartwork-desktopthemes (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdeartwork-emoticons (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdeartwork-iconthemes (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] warning: /usr/share/config/kdm/kdmrc installed as /usr/share/config/kdm/kdmrc.pacnew
[2010-12-21 23:36] upgraded kdebase-workspace (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdeartwork-kscreensaver (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdeartwork-sounds (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdeartwork-styles (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdeartwork-wallpapers (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdeartwork-weatherwallpapers (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdebase-lib (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdebase-dolphin (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdebase-kdepasswd (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdebase-kdialog (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdebase-kfind (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] installed kdebase-keditbookmarks (4.5.4-1)
[2010-12-21 23:36] upgraded kdebase-konqueror (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdebase-konsole (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdebase-kwrite (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdebase-plasma (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdeedu-data (4.5.3-2 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdeedu-libkdeedu (4.5.3-2 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdegraphics-gwenview (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdegraphics-kamera (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdegraphics-kcolorchooser (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdegraphics-kgamma (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdegraphics-kolourpaint (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdegraphics-kruler (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdegraphics-ksnapshot (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded poppler-qt (0.14.4-1 -> 0.14.5-1)
[2010-12-21 23:36] upgraded kdegraphics-okular (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdemultimedia-dragonplayer (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdemultimedia-juk (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdemultimedia-kioslave (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdemultimedia-kmix (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded kdemultimedia-kscd (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:36] upgraded libftdi (0.18-1 -> 0.18-2)
[2010-12-21 23:36] upgraded lirc-utils (0.8.6-5 -> 0.9.0.pre1-2)
[2010-12-21 23:37] upgraded ttf-dejavu (2.30-2 -> 2.32-2)
[2010-12-21 23:37] upgraded mplayer (32492-2 -> 32663-1)
[2010-12-21 23:37] upgraded kdemultimedia-mplayerthumbs (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdenetwork-filesharing (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdenetwork-kdnssd (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdenetwork-kget (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdenetwork-kopete (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdenetwork-kppp (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded telepathy-qt4 (0.3.5-1 -> 0.4.1-1)
[2010-12-21 23:37] upgraded kdenetwork-krdc (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdenetwork-krfb (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdepim-libkdepim (4.4.7-1 -> 4.4.8-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-bball (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-binary-clock (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-blackboard (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-bubblemon (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-calculator (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-charselect (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-libs (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-comic (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-dict (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-eyes (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-fifteenpuzzle (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-filewatcher (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-frame (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-fuzzy-clock (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-incomingmsg (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-kdeobservatory (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-kimpanel (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-knowledgebase (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-kolourpicker (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-konqprofiles (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-konsoleprofiles (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-lancelot (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-leavenote (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-life (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-luna (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-magnifique (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-mediaplayer (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-microblog (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-news (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-notes (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-nowplaying (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-paste (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-pastebin (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-plasmaboard (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-previewer (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-qalculate (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-rememberthemilk (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-rssnow (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-showdashboard (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-showdesktop (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-social-news (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-spellcheck (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-systemloadviewer (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-timer (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-unitconverter (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-weather (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-weatherstation (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-applets-webslice (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-runners-audioplayercontrol (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-runners-browserhistory (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-runners-contacts (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-runners-converter (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-runners-katesessions (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-runners-konquerorsessions (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-runners-konsolesessions (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-runners-kopete (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-runners-mediawiki (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-runners-spellchecker (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-wallpapers-mandelbrot (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-wallpapers-pattern (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-wallpapers-virus (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeplasma-addons-wallpapers-weather (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-ark (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-kcalc (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-kcharselect (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-kdf (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-kfloppy (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-kgpg (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-kremotecontrol (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-ktimer (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-kwallet (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-okteta (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-printer-applet (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-superkaramba (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] upgraded kdeutils-sweeper (4.5.3-1 -> 4.5.4-1)
[2010-12-21 23:37] >>> Updating module dependencies. Please wait ...
[2010-12-21 23:37] >>> MKINITCPIO SETUP
[2010-12-21 23:37] >>> ----------------
[2010-12-21 23:37] >>> If you use LVM2, Encrypted root or software RAID,
[2010-12-21 23:37] >>> Ensure you enable support in /etc/mkinitcpio.conf .
[2010-12-21 23:37] >>> More information about mkinitcpio setup can be found here:
[2010-12-21 23:37] >>> http://wiki.archlinux.org/index.php/Mkinitcpio
[2010-12-21 23:37]
[2010-12-21 23:37] >>> Generating initial ramdisk, using mkinitcpio. Please wait...
[2010-12-21 23:37] ==> Building image "default"
[2010-12-21 23:37] ==> Running command: /sbin/mkinitcpio -k 2.6.36-ARCH -c /etc/mkinitcpio.conf -g /boot/kernel26.img
[2010-12-21 23:37] :: Begin build
[2010-12-21 23:37] :: Parsing hook [base]
[2010-12-21 23:37] :: Parsing hook [udev]
[2010-12-21 23:37] :: Parsing hook [usb]
[2010-12-21 23:37] :: Parsing hook [lvm2]
[2010-12-21 23:37] :: Parsing hook [autodetect]
[2010-12-21 23:37] :: Parsing hook [pata]
[2010-12-21 23:37] :: Parsing hook [scsi]
[2010-12-21 23:37] :: Parsing hook [sata]
[2010-12-21 23:37] :: Parsing hook [filesystems]
[2010-12-21 23:37] :: Generating module dependencies
[2010-12-21 23:37] :: Generating image '/boot/kernel26.img'...SUCCESS
[2010-12-21 23:37] ==> SUCCESS
[2010-12-21 23:37] ==> Building image "fallback"
[2010-12-21 23:37] ==> Running command: /sbin/mkinitcpio -k 2.6.36-ARCH -c /etc/mkinitcpio.conf -g /boot/kernel26-fallback.img -S autodetect
[2010-12-21 23:37] :: Begin build
[2010-12-21 23:37] :: Parsing hook [base]
[2010-12-21 23:37] :: Parsing hook [udev]
[2010-12-21 23:37] :: Parsing hook [usb]
[2010-12-21 23:37] :: Parsing hook [lvm2]
[2010-12-21 23:37] :: Parsing hook [pata]
[2010-12-21 23:37] :: Parsing hook [scsi]
[2010-12-21 23:38] :: Parsing hook [sata]
[2010-12-21 23:38] :: Parsing hook [filesystems]
[2010-12-21 23:38] :: Generating module dependencies
[2010-12-21 23:38] :: Generating image '/boot/kernel26-fallback.img'...SUCCESS
[2010-12-21 23:38] ==> SUCCESS
[2010-12-21 23:38] upgraded kernel26 (2.6.35.8-1 -> 2.6.36.2-1)
[2010-12-21 23:38] upgraded kernel26-headers (2.6.35.8-1 -> 2.6.36.2-1)
[2010-12-21 23:38] installed blas (3.2.2-2)
[2010-12-21 23:38] installed lapack (3.2.2-2)
[2010-12-21 23:38] installed python2-numpy (1.5.1-1)
[2010-12-21 23:38] upgraded xine-lib (1.1.19-1 -> 1.1.19-2)
[2010-12-21 23:38] upgraded opencv (2.1.0-2 -> 2.2.0-2)
[2010-12-21 23:38] upgraded kipi-plugins (1.5.0-1 -> 1.6.0-2)
[2010-12-21 23:38] upgraded pcre (8.10-1 -> 8.11-1)
[2010-12-21 23:38] upgraded less (436-1 -> 436-2)
[2010-12-21 23:38] upgraded lib32-zlib (1.2.5-5 -> 1.2.5-6)
[2010-12-21 23:38] upgraded lib32-freetype2 (2.4.3-1 -> 2.4.4-1)
[2010-12-21 23:38] upgraded lib32-gcc-libs (4.5.1-7 -> 4.5.1-8)
[2010-12-21 23:38] upgraded lib32-gnutls (2.8.6-4 -> 2.10.4-1)
[2010-12-21 23:38] upgraded lib32-libxi (1.3.2-3 -> 1.4.0-1)
[2010-12-21 23:38] upgraded lib32-gtk2 (2.22.1-1 -> 2.22.1-2)
[2010-12-21 23:38] upgraded lib32-libdrm (2.4.21-4 -> 2.4.22-4)
[2010-12-21 23:38] upgraded lib32-libogg (1.2.0-4 -> 1.2.1-1)
[2010-12-21 23:38] upgraded lib32-libvorbis (1.3.1-4 -> 1.3.2-1)
[2010-12-21 23:38] upgraded lib32-libsndfile (1.0.21-5 -> 1.0.23-1)
[2010-12-21 23:38] upgraded lib32-libx11 (1.3.5-2 -> 1.4.0-1)
[2010-12-21 23:38] upgraded lib32-libxdmcp (1.0.3-4 -> 1.1.0-1)
[2010-12-21 23:38] upgraded lib32-ncurses (5.7-5 -> 5.7-6)
[2010-12-21 23:38] upgraded lib32-libxml2 (2.7.7-3 -> 2.7.8-1)
[2010-12-21 23:38] upgraded lib32-libxmu (1.0.5-3 -> 1.1.0-1)
[2010-12-21 23:38] upgraded lib32-libxss (1.2.0-3 -> 1.2.1-1)
[2010-12-21 23:38] upgraded lib32-libxtst (1.1.0-3 -> 1.2.0-1)
[2010-12-21 23:38] upgraded lib32-libxv (1.0.5-3 -> 1.0.6-1)
[2010-12-21 23:38] upgraded lib32-libxxf86dga (1.1.1-3 -> 1.1.2-1)
[2010-12-21 23:38] upgraded lib32-libxxf86vm (1.1.0-3 -> 1.1.1-1)
[2010-12-21 23:38] upgraded lib32-nvidia-utils (260.19.21-1 -> 260.19.29-2)
[2010-12-21 23:38] upgraded lib32-mesa (7.8.2-5 -> 7.9.0.git20101207-2)
[2010-12-21 23:38] upgraded openal (1.12.854-1 -> 1.12.854-2)
[2010-12-21 23:38] upgraded lib32-openal (1.12.854-3 -> 1.12.854-4)
[2010-12-21 23:38] upgraded lib32-sdl (1.2.14-7 -> 1.2.14-8)
[2010-12-21 23:38] upgraded lib32-sqlite3 (3.7.1-2 -> 3.7.4-1)
[2010-12-21 23:38] upgraded libcanberra (0.25-1 -> 0.26-3)
[2010-12-21 23:38] upgraded usbmuxd (1.0.6-1 -> 1.0.6-2)
[2010-12-21 23:38] upgraded libimobiledevice (1.0.3-1 -> 1.0.4-1)
[2010-12-21 23:38] upgraded liblastfm (0.3.3-1 -> 0.3.3-2)
[2010-12-21 23:38] upgraded libmpdclient (2.2-1 -> 2.3-1)
[2010-12-21 23:38] upgraded libmtp (1.0.2-1 -> 1.0.2-2)
[2010-12-21 23:38] upgraded libpcap (1.1.1-1 -> 1.1.1-2)
[2010-12-21 23:38] upgraded libpurple (2.7.5-1 -> 2.7.8-1)
[2010-12-21 23:38] upgraded libwebkit (1.2.5-1 -> 1.2.5-2)
[2010-12-21 23:38] upgraded libwpd (0.8.14-1 -> 0.9.0-1)
[2010-12-21 23:38] upgraded lmms (0.4.8-1 -> 0.4.9-1)
[2010-12-21 23:38] upgraded lvm2 (2.02.75-1 -> 2.02.78-1)
[2010-12-21 23:38] upgraded lzo2 (2.03-1 -> 2.04-1)
[2010-12-21 23:38] upgraded man-pages (3.31-1 -> 3.32-1)
[2010-12-21 23:38] upgraded mercurial (1.7.1-1 -> 1.7.2-1)
[2010-12-21 23:38] upgraded mpd (0.15.15-1 -> 0.16-2)
[2010-12-21 23:38] upgraded nano (2.2.5-1 -> 2.2.6-1)
[2010-12-21 23:38] In order to use the new nvidia module, exit Xserver and unload it manually.
[2010-12-21 23:38] upgraded nvidia (260.19.21-1 -> 260.19.29-1)
[2010-12-21 23:38] upgraded openobex (1.5-1 -> 1.5-2)
[2010-12-21 23:38] upgraded obex-data-server (0.4.5-2 -> 0.4.5-3)
[2010-12-21 23:38] when you use a non-reparenting window manager
[2010-12-21 23:38] set _JAVA_AWT_WM_NONREPARENTING=1 in
[2010-12-21 23:38] /etc/profile.d/openjdk6.sh
[2010-12-21 23:38] upgraded openjdk6 (6.b20_1.9.1-1 -> 6.b20_1.9.3-1)
[2010-12-21 23:39] upgraded patch (2.6.1-1 -> 2.6.1-2)
[2010-12-21 23:39] upgraded php (5.3.3-3 -> 5.3.4-1)
[2010-12-21 23:39] upgraded php-pear (5.3.3-3 -> 5.3.4-1)
[2010-12-21 23:39] upgraded pidgin (2.7.5-1 -> 2.7.8-1)
[2010-12-21 23:39] upgraded pkg-config (0.25-2 -> 0.25-3)
[2010-12-21 23:39] upgraded polkit (0.98-1 -> 0.99-1)
[2010-12-21 23:39] upgraded postgresql-libs (9.0.1-2 -> 9.0.2-2)
[2010-12-21 23:39] upgraded postfix (2.7.1-2 -> 2.7.2-1)
[2010-12-21 23:39] upgraded procinfo-ng (2.0.304-1 -> 2.0.304-2)
[2010-12-21 23:39] installed python2-cairo (1.8.10-1)
[2010-12-21 23:39] upgraded python (3.1.2-2 -> 3.1.3-1)
[2010-12-21 23:39] upgraded python-chardet (2.0.1-2 -> 2.0.1-3)
[2010-12-21 23:39] upgraded python-mpd (0.2.1-4 -> 0.3.0-1)
[2010-12-21 23:39] upgraded qtcurve-gtk2 (1.7.2-1 -> 1.8.3-1)
[2010-12-21 23:39] upgraded qtcurve-kde4 (1.7.2-1 -> 1.8.2-1)
[2010-12-21 23:39] upgraded recode (3.6-5 -> 3.6-6)
[2010-12-21 23:39] upgraded reiserfsprogs (3.6.21-2 -> 3.6.21-3)
[2010-12-21 23:39] upgraded screen (4.0.3-8 -> 4.0.3-10)
[2010-12-21 23:39] upgraded sdparm (1.05-1 -> 1.06-1)
[2010-12-21 23:39] upgraded subversion (1.6.9-7 -> 1.6.15-1)
[2010-12-21 23:39] upgraded syslog-ng (3.1.2-1 -> 3.2.1-1)
[2010-12-21 23:39] upgraded telepathy-glib (0.12.4-1 -> 0.12.7-1)
[2010-12-21 23:39] upgraded tint2 (0.11-3 -> 0.11-4)
[2010-12-21 23:39] Updating font cache... done.
[2010-12-21 23:39] upgraded ttf-linux-libertine (4.4.1-3 -> 4.7.5-1)
[2010-12-21 23:39] upgraded twinkle (1.4.2-6 -> 1.4.2-7)
[2010-12-21 23:39] upgraded udisks (1.0.1-5 -> 1.0.2-1)
[2010-12-21 23:39] upgraded unrar (3.9.10-1 -> 4.0.3-1)
[2010-12-21 23:39] upgraded urbanterror (4.1-8 -> 4.1-10)
[2010-12-21 23:39] Unknown media type in type 'all/all'
[2010-12-21 23:39] Unknown media type in type 'all/allfiles'
[2010-12-21 23:39] Unknown media type in type 'uri/mms'
[2010-12-21 23:39] Unknown media type in type 'uri/mmst'
[2010-12-21 23:39] Unknown media type in type 'uri/mmsu'
[2010-12-21 23:39] Unknown media type in type 'uri/pnm'
[2010-12-21 23:39] Unknown media type in type 'uri/rtspt'
[2010-12-21 23:39] Unknown media type in type 'uri/rtspu'
[2010-12-21 23:39] Unknown media type in type 'fonts/package'
[2010-12-21 23:39] Unknown media type in type 'interface/x-winamp-skin'
[2010-12-21 23:39] upgraded viewnior (1.0-2 -> 1.1-1)
[2010-12-21 23:39] upgraded vim-runtime (7.3.3-2 -> 7.3.69-2)
[2010-12-21 23:39] upgraded vim (7.3.3-2 -> 7.3.69-2)
[2010-12-21 23:39] upgraded zvbi (0.2.33-2 -> 0.2.33-3)
[2010-12-21 23:39] upgraded vlc (1.1.5-1 -> 1.1.5-2)
[2010-12-21 23:39] upgraded wesnoth (1.8.5-1 -> 1.8.5-2)
[2010-12-21 23:39] upgraded which (2.20-3 -> 2.20-4)
[2010-12-21 23:39] upgraded whois (5.0.7-1 -> 5.0.10-1)
[2010-12-21 23:39] This wine package is wow64 enabled. This means it can run 32bit/64bit Windows apps on x86_64.
[2010-12-21 23:39] If you are on x86_64, the default WINEARCH will be win64.
[2010-12-21 23:39] This will cause a lot of Windows applications to malfunction even if they usually work in wine.
[2010-12-21 23:39] Please create your ~/.wine with 'WINEARCH=win32 winecfg' if you are unsure and on x86_64.
[2010-12-21 23:39] See the Arch wiki on wine for more information.
[2010-12-21 23:39] upgraded wine (1.3.7-1 -> 1.3.9-1)
[2010-12-21 23:39] upgraded xorg-docs (1.5-1 -> 1.6-1)
[2010-12-21 23:39] upgraded xorg-xbacklight (1.1.1-1 -> 1.1.2-1)
[2010-12-21 23:39] upgraded xorg-xhost (1.0.3-1 -> 1.0.4-1)
[2010-12-21 23:39] upgraded xorg-xinit (1.3.0-1 -> 1.3.0-2)
[2010-12-21 23:39] NOTE:
[2010-12-21 23:39] If you experience any problems after installing xsane
[2010-12-21 23:39] it may help to remove the setup and preferences files
[2010-12-21 23:39] of xsane:
[2010-12-21 23:39]
[2010-12-21 23:39] $ rm -rf ~/.sane/xsane
[2010-12-21 23:39]
[2010-12-21 23:39] upgraded xsane (0.997-4 -> 0.998-1)
[2010-12-21 23:39] upgraded xterm (266-1 -> 267-1)
[2010-12-22 19:18] Running 'pacman -Syu'
[2010-12-22 19:18] synchronizing package lists
[2010-12-22 19:18] starting full system upgrade
[2010-12-22 19:19] upgraded kdepim-runtime (4.4.8-1 -> 4.4.9-1)
[2010-12-22 19:19] upgraded kdepim-libkdepim (4.4.8-1 -> 4.4.9-1)
[2010-12-22 19:19] upgraded libpng (1.4.4-1 -> 1.4.5-1)
[2010-12-22 19:19] upgraded php (5.3.4-1 -> 5.3.4-2)
[2010-12-22 19:19] upgraded php-pear (5.3.4-1 -> 5.3.4-2)
[2010-12-22 19:19] upgraded xbitmaps (1.1.0-1 -> 1.1.1-1)
[2010-12-22 19:19] upgraded xorg-iceauth (1.0.3-1 -> 1.0.4-1)
[2010-12-22 19:19] installed xorg-xdpyinfo (1.2.0-1)
[2010-12-22 19:19] installed xorg-xdriinfo (1.0.4-1)
[2010-12-22 19:19] installed xorg-xev (1.1.0-1)
[2010-12-22 19:19] installed xorg-xlsatoms (1.1.0-1)
[2010-12-22 19:19] installed xorg-xlsclients (1.1.1-1)
[2010-12-22 19:19] installed xorg-xprop (1.2.0-1)
